10 pairs of ribs	http://purl.obolibrary.org/obo/HP_0030300
11 pairs of ribs	http://purl.obolibrary.org/obo/HP_0000878
11 thoracic vertebrae	http://purl.obolibrary.org/obo/HP_0030306
1-2 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010704
1-2 toe complete cutaneous syndactyly	http://purl.obolibrary.org/obo/HP_0005767
1-2 toe syndactyly	http://purl.obolibrary.org/obo/HP_0010711
1-3 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010706
1-3 toe syndactyly	http://purl.obolibrary.org/obo/HP_0001459
1-4 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010707
1-4 toe syndactyly	http://purl.obolibrary.org/obo/HP_0010712
1-5 finger complete cutaneous syndactyly	http://purl.obolibrary.org/obo/HP_0006088
1-5 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010708
1-5 toe syndactyly	http://purl.obolibrary.org/obo/HP_0010713
1-minute apgar score of 0	http://purl.obolibrary.org/obo/HP_0030927
1-minute apgar score of 1	http://purl.obolibrary.org/obo/HP_0030928
1-minute apgar score of 2	http://purl.obolibrary.org/obo/HP_0030929
1-minute apgar score of 3	http://purl.obolibrary.org/obo/HP_0030930
1-minute apgar score of 4	http://purl.obolibrary.org/obo/HP_0030931
1-minute apgar score of 5	http://purl.obolibrary.org/obo/HP_0030932
1-minute apgar score of 6	http://purl.obolibrary.org/obo/HP_0030933
2-3 finger syndactyly	http://purl.obolibrary.org/obo/HP_0001233
2-3 syndactyly of feet	http://purl.obolibrary.org/obo/HP_0004691
2-3 toe cutaneous syndactyly	http://purl.obolibrary.org/obo/HP_0005709
2-3 toe soft tissue syndactyly	http://purl.obolibrary.org/obo/HP_0004691
2-3 toes syndactyly	http://purl.obolibrary.org/obo/HP_0004691
2-3 toe syndactyly	http://purl.obolibrary.org/obo/HP_0004691
2-4 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010709
2-4 toe cutaneous syndactyly	http://purl.obolibrary.org/obo/HP_0005768
2-4 toe syndactyly	http://purl.obolibrary.org/obo/HP_0010714
2-5 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010692
2-5 toe syndactyly	http://purl.obolibrary.org/obo/HP_0010715
2nd-5th toe middle phalangeal hypoplasia	http://purl.obolibrary.org/obo/HP_0008083
3-4 finger cutaneous syndactyly	http://purl.obolibrary.org/obo/HP_0011939
3-4 finger syndactyly	http://purl.obolibrary.org/obo/HP_0006097
3-4 toe syndactyly	http://purl.obolibrary.org/obo/HP_0009779
3-5 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010710
3-5 toe syndactyly	http://purl.obolibrary.org/obo/HP_0010716
3-hydroxydicarboxylic aciduria	http://purl.obolibrary.org/obo/HP_0008160
3-methylglutaconicaciduria	http://purl.obolibrary.org/obo/HP_0003344
3-methylglutaconic aciduria	http://purl.obolibrary.org/obo/HP_0003535
3-methylglutaricaciduria	http://purl.obolibrary.org/obo/HP_0003344
3-methylglutaric aciduria	http://purl.obolibrary.org/obo/HP_0003344
3rd toe clinodactyly	http://purl.obolibrary.org/obo/HP_0008115
4-5 finger syndactyly	http://purl.obolibrary.org/obo/HP_0010705
4-5 toe syndactyly	http://purl.obolibrary.org/obo/HP_0004692
46,xy gonadal dysgenesis	http://purl.obolibrary.org/obo/HP_0008668
4-hydroxyphenylacetic aciduria	http://purl.obolibrary.org/obo/HP_0003607
4-hydroxyphenylpyruvic aciduria	http://purl.obolibrary.org/obo/HP_0003161
4th finger camptodactyly	http://purl.obolibrary.org/obo/HP_0009276
4th toe clinodactyly	http://purl.obolibrary.org/obo/HP_0011918
5-minute apgar score of 0	http://purl.obolibrary.org/obo/HP_0030920
5-minute apgar score of 1	http://purl.obolibrary.org/obo/HP_0030921
5-minute apgar score of 2	http://purl.obolibrary.org/obo/HP_0030922
5-minute apgar score of 3	http://purl.obolibrary.org/obo/HP_0030923
5-minute apgar score of 4	http://purl.obolibrary.org/obo/HP_0030924
5-minute apgar score of 5	http://purl.obolibrary.org/obo/HP_0030925
5-minute apgar score of 6	http://purl.obolibrary.org/obo/HP_0030926
5-oxoprolinase deficiency	http://purl.obolibrary.org/obo/HP_0040142
5th finger camptodactyly	http://purl.obolibrary.org/obo/HP_0009185
5th finger middle phalangeal hypoplasia	http://purl.obolibrary.org/obo/HP_0004220
6 long bones of hand	http://purl.obolibrary.org/obo/HP_0001501
6 metacarpals	http://purl.obolibrary.org/obo/HP_0001501
abasia	http://purl.obolibrary.org/obo/HP_0012651
abdomen abnormality	http://purl.obolibrary.org/obo/HP_0001438
abdominal aortic aneurysm	http://purl.obolibrary.org/obo/HP_0005112
abdominal aortic calcification	http://purl.obolibrary.org/obo/HP_0031313
abdominal aseptic abscess	http://purl.obolibrary.org/obo/HP_0025181
abdominal aura	http://purl.obolibrary.org/obo/HP_0011159
abdominal bloating	http://purl.obolibrary.org/obo/HP_0003270
abdominal colic	http://purl.obolibrary.org/obo/HP_0011848
abdominal discomfort	http://purl.obolibrary.org/obo/HP_0002027
abdominal distension	http://purl.obolibrary.org/obo/HP_0003270
abdominal distention	http://purl.obolibrary.org/obo/HP_0003270
abdominal ectopia cordis	http://purl.obolibrary.org/obo/HP_0011582
abdominal mass	http://purl.obolibrary.org/obo/HP_0031500
abdominal muscular hypoplasia	http://purl.obolibrary.org/obo/HP_0005247
abdominal obesity	http://purl.obolibrary.org/obo/HP_0012743
abdominal pain	http://purl.obolibrary.org/obo/HP_0002027
abdominal protuberance	http://purl.obolibrary.org/obo/HP_0001538
abdominal situs ambiguus	http://purl.obolibrary.org/obo/HP_0031565
abdominal situs inversus	http://purl.obolibrary.org/obo/HP_0003363
abdominal swelling	http://purl.obolibrary.org/obo/HP_0003270
abdominal symptom	http://purl.obolibrary.org/obo/HP_0011458
abdominal wall defect	http://purl.obolibrary.org/obo/HP_0010866
abdominal wall muscle weakness	http://purl.obolibrary.org/obo/HP_0009023
abducens palsy	http://purl.obolibrary.org/obo/HP_0011349
abducted thumb	http://purl.obolibrary.org/obo/HP_0001234
aberrant melanosome maturation	http://purl.obolibrary.org/obo/HP_0007384
aberrant neuronal branching	http://purl.obolibrary.org/obo/HP_0500032
aberrant right subclavian artery	http://purl.obolibrary.org/obo/HP_0031014
aberrant thyroid	http://purl.obolibrary.org/obo/HP_0100028
abetalipoproteinemia	http://purl.obolibrary.org/obo/HP_0008181
ablepharon	http://purl.obolibrary.org/obo/HP_0011224
ablepharon of eyelid	http://purl.obolibrary.org/obo/HP_0011224
abnormal 6-hydroxypurine phosphoribosyltransferase level	http://purl.obolibrary.org/obo/HP_0031821
abnormal absence of menstruation	http://purl.obolibrary.org/obo/HP_0000141
abnormal acetylcarnitine profile	http://purl.obolibrary.org/obo/HP_0012071
abnormal activity of mitochondrial respiratory chain	http://purl.obolibrary.org/obo/HP_0011922
abnormal adiponectin level	http://purl.obolibrary.org/obo/HP_0030684
abnormal adipose tissue morphology	http://purl.obolibrary.org/obo/HP_0009124
abnormal adrenal gland position	http://purl.obolibrary.org/obo/HP_0011742
abnormal aggressive, impulsive or violent behavior	http://purl.obolibrary.org/obo/HP_0006919
abnormal albumin level	http://purl.obolibrary.org/obo/HP_0012116
abnormal aldolase level	http://purl.obolibrary.org/obo/HP_0012400
abnormal alpha-beta t cell morphology	http://purl.obolibrary.org/obo/HP_0030333
abnormal alpha granule content	http://purl.obolibrary.org/obo/HP_0012527
abnormal alpha granule distribution	http://purl.obolibrary.org/obo/HP_0012525
abnormal alpha granules	http://purl.obolibrary.org/obo/HP_0012483
abnormal amniotic fluid	http://purl.obolibrary.org/obo/HP_0001560
abnormal amplitude of dark-adapted bright flash electroretinogram	http://purl.obolibrary.org/obo/HP_0030478
abnormal amplitude of dark-adapted dim flash electroretinogram	http://purl.obolibrary.org/obo/HP_0030476
abnormal amplitude of flash visual evoked potentials	http://purl.obolibrary.org/obo/HP_0030462
abnormal amplitude of light-adapted flicker electroretinogram	http://purl.obolibrary.org/obo/HP_0030479
abnormal amplitude of light-adapted single flash electroretinogram	http://purl.obolibrary.org/obo/HP_0030481
abnormal amplitude of pattern electroretinogram	http://purl.obolibrary.org/obo/HP_0030485
abnormal amplitude of pattern onset/offset vep	http://purl.obolibrary.org/obo/HP_0030457
abnormal amplitude of pattern onset/offset visual evoked potentials	http://purl.obolibrary.org/obo/HP_0030457
abnormal amplitude of pattern reversal visual evoked potentials	http://purl.obolibrary.org/obo/HP_0000650
abnormal amsler grid test	http://purl.obolibrary.org/obo/HP_0030590
abnormal anatomic location of the heart	http://purl.obolibrary.org/obo/HP_0004307
abnormal angiostatin level	http://purl.obolibrary.org/obo/HP_0031439
abnormal ankle bone maturation	http://purl.obolibrary.org/obo/HP_0006257
abnormal ankle bones	http://purl.obolibrary.org/obo/HP_0001850
abnormal antehelix	http://purl.obolibrary.org/obo/HP_0009738
abnormal anterior chamber morphology	http://purl.obolibrary.org/obo/HP_0000593
abnormal anterior cricoarytenoid muscle morphology	http://purl.obolibrary.org/obo/HP_3000067
abnormal anterior horn cell morphology	http://purl.obolibrary.org/obo/HP_0006802
abnormal anterior segment morphology	http://purl.obolibrary.org/obo/HP_0004328
abnormal anthelix	http://purl.obolibrary.org/obo/HP_0009738
abnormal antihelix	http://purl.obolibrary.org/obo/HP_0009738
abnormal antimullerian hormone level	http://purl.obolibrary.org/obo/HP_0031101
abnormal anus position	http://purl.obolibrary.org/obo/HP_0004397
abnormal aorta morphology	http://purl.obolibrary.org/obo/HP_0001679
abnormal aortic arch morphology	http://purl.obolibrary.org/obo/HP_0012303
abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679
abnormal aortic physiology	http://purl.obolibrary.org/obo/HP_0030964
abnormal aortic valve cusp morphology	http://purl.obolibrary.org/obo/HP_0031567
abnormal aortic valve morphology	http://purl.obolibrary.org/obo/HP_0001646
abnormal aortic valve physiology	http://purl.obolibrary.org/obo/HP_0031652
abnormal apolipoprotein level	http://purl.obolibrary.org/obo/HP_0025201
abnormal appendicular skeleton morphology	http://purl.obolibrary.org/obo/HP_0011844
abnormal arm span	http://purl.obolibrary.org/obo/HP_0012769
abnormal arterial physiology	http://purl.obolibrary.org/obo/HP_0025323
abnormal aryepiglottic folds	http://purl.obolibrary.org/obo/HP_0008744
abnormal ascending aorta morphology	http://purl.obolibrary.org/obo/HP_0031784
abnormal atrial arrangement	http://purl.obolibrary.org/obo/HP_0011535
abnormal atrial septum morphology	http://purl.obolibrary.org/obo/HP_0011994
abnormal atrioventricular conduction	http://purl.obolibrary.org/obo/HP_0005150
abnormal atrioventricular connection	http://purl.obolibrary.org/obo/HP_0011546
abnormal atrioventricular valve morphology	http://purl.obolibrary.org/obo/HP_0006705
abnormal atrioventricular valve physiology	http://purl.obolibrary.org/obo/HP_0031650
abnormal auditory evoked potentials	http://purl.obolibrary.org/obo/HP_0006958
abnormal automated kinetic perimetry test	http://purl.obolibrary.org/obo/HP_0030594
abnormal autonomic nervous system morphology	http://purl.obolibrary.org/obo/HP_0012331
abnormal autonomic nervous system physiology	http://purl.obolibrary.org/obo/HP_0012332
abnormal axial skeleton morphology	http://purl.obolibrary.org/obo/HP_0009121
abnormal axonemal organization of respiratory motile cilia	http://purl.obolibrary.org/obo/HP_0012258
abnormal basal ganglia mri signal intensity	http://purl.obolibrary.org/obo/HP_0012751
abnormal basophil count	http://purl.obolibrary.org/obo/HP_0031806
abnormal basophil morphology	http://purl.obolibrary.org/obo/HP_0001912
abnormal b cell count	http://purl.obolibrary.org/obo/HP_0010975
abnormal b cell morphology	http://purl.obolibrary.org/obo/HP_0002846
abnormal b cell proliferation	http://purl.obolibrary.org/obo/HP_0031380
abnormal b cells	http://purl.obolibrary.org/obo/HP_0002846
abnormal b cell subset distribution	http://purl.obolibrary.org/obo/HP_0025539
abnormal belly button	http://purl.obolibrary.org/obo/HP_0001551
abnormal best corrected visual acuity test	http://purl.obolibrary.org/obo/HP_0030534
abnormal big toe bones	http://purl.obolibrary.org/obo/HP_0010057
abnormal biliary tract morphology	http://purl.obolibrary.org/obo/HP_0012440
abnormal biliary tract physiology	http://purl.obolibrary.org/obo/HP_0012439
abnormal biotinidase activity	http://purl.obolibrary.org/obo/HP_0410144
abnormal bleeding	http://purl.obolibrary.org/obo/HP_0001892
abnormal blistering of the skin	http://purl.obolibrary.org/obo/HP_0008066
abnormal blood calcium levels	http://purl.obolibrary.org/obo/HP_0040077
abnormal blood clot	http://purl.obolibrary.org/obo/HP_0001977
abnormal blood clotting	http://purl.obolibrary.org/obo/HP_0001928
abnormal blood coagulation studies	http://purl.obolibrary.org/obo/HP_0001928
abnormal blood creatinine level	http://purl.obolibrary.org/obo/HP_0012100
abnormal blood gas level	http://purl.obolibrary.org/obo/HP_0012415
abnormal bmi	http://purl.obolibrary.org/obo/HP_0045081
abnormal body mass index	http://purl.obolibrary.org/obo/HP_0045081
abnormal bone collagen fibril morphology	http://purl.obolibrary.org/obo/HP_0011862
abnormal bone maturation	http://purl.obolibrary.org/obo/HP_0011849
abnormal bone maturation of vertebra	http://purl.obolibrary.org/obo/HP_0100569
abnormal bone ossification	http://purl.obolibrary.org/obo/HP_0011849
abnormal bones of 4th finger	http://purl.obolibrary.org/obo/HP_0009172
abnormal bone structure	http://purl.obolibrary.org/obo/HP_0003330
abnormal bowel sounds	http://purl.obolibrary.org/obo/HP_0030142
abnormal brain choline/creatine ratio by mrs	http://purl.obolibrary.org/obo/HP_0012709
abnormal brain choline level by magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/HP_0025047
abnormal brain choline level by mrs	http://purl.obolibrary.org/obo/HP_0025047
abnormal brain creatine level by magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/HP_0025049
abnormal brain creatine level by mrs	http://purl.obolibrary.org/obo/HP_0025049
abnormal brain fdg positron emission tomography	http://purl.obolibrary.org/obo/HP_0012658
abnormal brain lactate level by mrs	http://purl.obolibrary.org/obo/HP_0025045
abnormal brain n-acetyl aspartate level by magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/HP_0025052
abnormal brain n-acetyl aspartate level by mrs	http://purl.obolibrary.org/obo/HP_0025052
abnormal brain positron emission tomography	http://purl.obolibrary.org/obo/HP_0012657
abnormal brainstem auditory-evoked potentials	http://purl.obolibrary.org/obo/HP_0006958
abnormal brainstem mri signal intensity	http://purl.obolibrary.org/obo/HP_0012747
abnormal branching pattern of left aortic arch	http://purl.obolibrary.org/obo/HP_0031055
abnormal branching pattern of the aortic arch	http://purl.obolibrary.org/obo/HP_0011587
abnormal breast morphology	http://purl.obolibrary.org/obo/HP_0031093
abnormal breast physiology	http://purl.obolibrary.org/obo/HP_0031094
abnormal breathing	http://purl.obolibrary.org/obo/HP_0005957
abnormal breath sound	http://purl.obolibrary.org/obo/HP_0030829
abnormal bronchus morphology	http://purl.obolibrary.org/obo/HP_0025426
abnormal bronchus physiology	http://purl.obolibrary.org/obo/HP_0025427
abnormal b-type natriuretic peptide level	http://purl.obolibrary.org/obo/HP_0031138
abnormal buccal mucosa cell morphology	http://purl.obolibrary.org/obo/HP_0031476
abnormal cadiomyocyte dystrophin staining	http://purl.obolibrary.org/obo/HP_0031339
abnormal calcification of the carpal bones	http://purl.obolibrary.org/obo/HP_0009164
abnormal calcification of the wrist bones	http://purl.obolibrary.org/obo/HP_0009164
abnormal calf muscles	http://purl.obolibrary.org/obo/HP_0001430
abnormal capillary morphology	http://purl.obolibrary.org/obo/HP_0025016
abnormal capillary physiology	http://purl.obolibrary.org/obo/HP_0025018
abnormal cardiac atrial physiology	http://purl.obolibrary.org/obo/HP_0025443
abnormal cardiac atrium morphology	http://purl.obolibrary.org/obo/HP_0005120
abnormal cardiac biomarker test	http://purl.obolibrary.org/obo/HP_0500020
abnormal cardiac cath	http://purl.obolibrary.org/obo/HP_0500017
abnormal cardiac catheterization	http://purl.obolibrary.org/obo/HP_0500017
abnormal cardiac exercise stress test	http://purl.obolibrary.org/obo/HP_0500018
abnormal cardiac exercise test	http://purl.obolibrary.org/obo/HP_0500018
abnormal cardiac magnetic resonance imaging	http://purl.obolibrary.org/obo/HP_0500016
abnormal cardiac mri	http://purl.obolibrary.org/obo/HP_0500016
abnormal cardiac muscle cell morphology	http://purl.obolibrary.org/obo/HP_0031331
abnormal cardiac septum morphology	http://purl.obolibrary.org/obo/HP_0001671
abnormal cardiac test	http://purl.obolibrary.org/obo/HP_0500015
abnormal cardiac ventricle morphology	http://purl.obolibrary.org/obo/HP_0001713
abnormal cardiac ventricular function	http://purl.obolibrary.org/obo/HP_0030872
abnormal cardiomyocyte connexin43 staining	http://purl.obolibrary.org/obo/HP_0031337
abnormal cardiomyocyte mitochondrial morphology	http://purl.obolibrary.org/obo/HP_0031335
abnormal cardiomyocyte morphology	http://purl.obolibrary.org/obo/HP_0031331
abnormal cardiomyocyte plakoglobin staining	http://purl.obolibrary.org/obo/HP_0031338
abnormal carotid artery morphology	http://purl.obolibrary.org/obo/HP_0005344
abnormal carpal bones	http://purl.obolibrary.org/obo/HP_0001191
abnormal cartilage collagen	http://purl.obolibrary.org/obo/HP_0008271
abnormal cartilage matrix	http://purl.obolibrary.org/obo/HP_0008178
abnormal cartilage morphology	http://purl.obolibrary.org/obo/HP_0002763
abnormal cd25 upregulation upon tcr activation	http://purl.obolibrary.org/obo/HP_0031269
abnormal cd4:cd8 ratio	http://purl.obolibrary.org/obo/HP_0031394
abnormal cd4-negative, cd8-negative, alpha-beta regulatory t cell distribution	http://purl.obolibrary.org/obo/HP_0031399
abnormal cd4-positive, cd25-positive, alpha-beta regulatory t cell count	http://purl.obolibrary.org/obo/HP_0030335
abnormal cd4-positive, cd25-positive, alpha-beta regulatory t cell morphology	http://purl.obolibrary.org/obo/HP_0030334
abnormal cd69 upregulation upon tcr activation	http://purl.obolibrary.org/obo/HP_0031267
abnormal celiac artery morphology	http://purl.obolibrary.org/obo/HP_0012326
abnormal cell morphology	http://purl.obolibrary.org/obo/HP_0025461
abnormal cell proliferation	http://purl.obolibrary.org/obo/HP_0031377
abnormal cellular phenotype	http://purl.obolibrary.org/obo/HP_0025354
abnormal cellular physiology	http://purl.obolibrary.org/obo/HP_0025462
abnormal central microtubular pair morphology of respiratory motile cilia	http://purl.obolibrary.org/obo/HP_0012260
abnormal central response of multifocal electroretinogram	http://purl.obolibrary.org/obo/HP_0030488
abnormal cerebral artery morphology	http://purl.obolibrary.org/obo/HP_0009145
abnormal cerumen color	http://purl.obolibrary.org/obo/HP_0030790
abnormal cerumen colour	http://purl.obolibrary.org/obo/HP_0030790
abnormal cerumen pigmentation	http://purl.obolibrary.org/obo/HP_0030790
abnormal cervical curvature	http://purl.obolibrary.org/obo/HP_0005905
abnormal cervical myelogram	http://purl.obolibrary.org/obo/HP_0005788
abnormal cervical spine	http://purl.obolibrary.org/obo/HP_0003319
abnormal ch50	http://purl.obolibrary.org/obo/HP_0031904
abnormal cholesterol homeostasis	http://purl.obolibrary.org/obo/HP_0003464
abnormal chorioretinal morphology	http://purl.obolibrary.org/obo/HP_0000532
abnormal choroid morphology	http://purl.obolibrary.org/obo/HP_0000610
abnormal chromosome morphology	http://purl.obolibrary.org/obo/HP_0031411
abnormal chylomicron concentration	http://purl.obolibrary.org/obo/HP_0031887
abnormal ciliary motility	http://purl.obolibrary.org/obo/HP_0012262
abnormal circle of willis morphology	http://purl.obolibrary.org/obo/HP_0012518
abnormal circulating aldosterone	http://purl.obolibrary.org/obo/HP_0040085
abnormal circulating androgen level	http://purl.obolibrary.org/obo/HP_0030347
abnormal circulating beta-crosslaps level	http://purl.obolibrary.org/obo/HP_0031424
abnormal circulating beta-c-terminal telopeptide level	http://purl.obolibrary.org/obo/HP_0031424
abnormal circulating beta-ctx level	http://purl.obolibrary.org/obo/HP_0031424
abnormal circulating beta globulin level	http://purl.obolibrary.org/obo/HP_0025465
abnormal circulating creatinine level	http://purl.obolibrary.org/obo/HP_0012100
abnormal circulating deoxycorticosterone level	http://purl.obolibrary.org/obo/HP_0031186
abnormal circulating estrogen level	http://purl.obolibrary.org/obo/HP_0025132
abnormal circulating follicle-stimulating hormone level	http://purl.obolibrary.org/obo/HP_0030346
abnormal circulating free fatty acid level	http://purl.obolibrary.org/obo/HP_0040300
abnormal circulating glycerol level	http://purl.obolibrary.org/obo/HP_0031795
abnormal circulating gonadotropin level	http://purl.obolibrary.org/obo/HP_0030338
abnormal circulating hyaluronic acid concentration	http://purl.obolibrary.org/obo/HP_0031210
abnormal circulating inhibin level	http://purl.obolibrary.org/obo/HP_0031099
abnormal circulating insulin level	http://purl.obolibrary.org/obo/HP_0040215
abnormal circulating luteinizing hormone level	http://purl.obolibrary.org/obo/HP_0030345
abnormal circulating oestrogen level	http://purl.obolibrary.org/obo/HP_0025132
abnormal circulating osteocalcin level	http://purl.obolibrary.org/obo/HP_0031427
abnormal circulating progesterone level	http://purl.obolibrary.org/obo/HP_0031212
abnormal circulating properdin level	http://purl.obolibrary.org/obo/HP_0031300
abnormal circulating renin	http://purl.obolibrary.org/obo/HP_0040084
abnormal circulating thyroglobulin level	http://purl.obolibrary.org/obo/HP_0025483
